--------------------------------------------------------------------------------
                      SDDP.jl (c) Oscar Dowson, 2017-20

--------------------------------------------------------------------------------
                      SDDP.jl (c) Oscar Dowson, 2017-20

Numerical stability report
  Non-zero Matrix range     [1e+00, 1e+00]
  Non-zero Objective range  [1e+00, 2e+02]
  Non-zero Bounds range     [2e+02, 2e+02]
  Non-zero RHS range        [2e+02, 2e+02]
No problems detected

Solver: serial mode

 Iteration    Simulation       Bound         Time (s)    Proc. ID   # Solves
      428    1.750000e+04   1.750000e+04   3.504500e+01          1       2568
      429    1.750000e+04   1.750000e+04   3.504800e+01          1       2574
      430    1.750000e+04   1.750000e+04   3.505000e+01          1       2580
      431    1.750000e+04   1.750000e+04   3.505200e+01          1       2586
      432    1.750000e+04   1.750000e+04   3.505600e+01          1       2592
      433    1.750000e+04   1.750000e+04   3.517600e+01          1       2598
      434    1.750000e+04   1.750000e+04   3.525000e+01          1       2604
      435    1.750000e+04   1.750000e+04   3.525300e+01          1       2610
      436    1.750000e+04   1.750000e+04   3.525700e+01          1       2616
      437    1.750000e+04   1.750000e+04   3.531900e+01          1       2622
      438    1.750000e+04   1.750000e+04   3.532200e+01          1       2628
      439    1.750000e+04   1.750000e+04   3.538500e+01          1       2634
      440    1.750000e+04   1.750000e+04   3.545700e+01          1       2640
      441    1.750000e+04   1.750000e+04   3.547000e+01          1       2646
      442    1.750000e+04   1.750000e+04   3.547400e+01          1       2652
      443    1.750000e+04   1.750000e+04   3.553200e+01          1       2658
      444    1.750000e+04   1.750000e+04   3.561700e+01          1       2664
      445    1.750000e+04   1.750000e+04   3.567600e+01          1       2670
      446    1.750000e+04   1.750000e+04   3.573900e+01          1       2676
      447    1.750000e+04   1.750000e+04   3.580600e+01          1       2682
      448    1.750000e+04   1.750000e+04   3.587400e+01          1       2688
      449    1.750000e+04   1.750000e+04   3.588200e+01          1       2694
      450    1.750000e+04   1.750000e+04   3.588500e+01          1       2700
      451    1.750000e+04   1.750000e+04   3.588800e+01          1       2706
      452    1.750000e+04   1.750000e+04   3.589000e+01          1       2712
      453    1.750000e+04   1.750000e+04   3.595200e+01          1       2718
      454    1.750000e+04   1.750000e+04   3.613200e+01          1       2724
      455    1.750000e+04   1.750000e+04   3.638800e+01          1       2730
      456    1.750000e+04   1.750000e+04   3.653100e+01          1       2736
      457    1.750000e+04   1.750000e+04   3.661400e+01          1       2742
      458    1.750000e+04   1.750000e+04   3.663700e+01          1       2748
      459    1.750000e+04   1.750000e+04   3.669600e+01          1       2754
      460    1.750000e+04   1.750000e+04   3.676100e+01          1       2760
      461    1.750000e+04   1.750000e+04   3.677300e+01          1       2766
      462    1.750000e+04   1.750000e+04   3.677500e+01          1       2772
      463    1.750000e+04   1.750000e+04   3.683700e+01          1       2778
      464    1.750000e+04   1.750000e+04   3.684000e+01          1       2784
      465    1.750000e+04   1.750000e+04   3.690600e+01          1       2790
      466    1.750000e+04   1.750000e+04   3.699900e+01          1       2796
      467    1.750000e+04   1.750000e+04   3.707900e+01          1       2802
      468    1.750000e+04   1.750000e+04   3.714700e+01          1       2808
      469    1.750000e+04   1.750000e+04   3.722500e+01          1       2814
      470    1.750000e+04   1.750000e+04   3.730300e+01          1       2820
      471    1.750000e+04   1.750000e+04   3.737300e+01          1       2826
      472    1.750000e+04   1.750000e+04   3.738300e+01          1       2832
      473    1.750000e+04   1.750000e+04   3.745000e+01          1       2838
      474    1.750000e+04   1.750000e+04   3.751300e+01          1       2844
      475    1.750000e+04   1.750000e+04   3.758800e+01          1       2850
      476    1.750000e+04   1.750000e+04   3.766700e+01          1       2856
      477    1.750000e+04   1.750000e+04   3.773300e+01          1       2862
      478    1.750000e+04   1.750000e+04   3.780000e+01          1       2868
      479    1.750000e+04   1.750000e+04   3.780800e+01          1       2874
      480    1.750000e+04   1.750000e+04   3.781100e+01          1       2880
      481    1.750000e+04   1.750000e+04   3.781400e+01          1       2886
      482    1.750000e+04   1.750000e+04   3.789400e+01          1       2892
      483    1.750000e+04   1.750000e+04   3.809300e+01          1       2898
      484    1.750000e+04   1.750000e+04   3.816000e+01          1       2904
      485    1.750000e+04   1.750000e+04   3.823000e+01          1       2910
      486    1.750000e+04   1.750000e+04   3.823800e+01          1       2916
      487    1.750000e+04   1.750000e+04   3.824200e+01          1       2922
      488    1.750000e+04   1.750000e+04   3.824500e+01          1       2928
      489    1.750000e+04   1.750000e+04   3.824800e+01          1       2934
      490    1.750000e+04   1.750000e+04   3.834200e+01          1       2940
      491    1.750000e+04   1.750000e+04   3.847600e+01          1       2946
      492    1.750000e+04   1.750000e+04   3.859400e+01          1       2952
      493    1.750000e+04   1.750000e+04   3.870500e+01          1       2958
      494    1.750000e+04   1.750000e+04   3.871700e+01          1       2964
      495    1.750000e+04   1.750000e+04   3.881400e+01          1       2970
      496    1.750000e+04   1.750000e+04   3.888100e+01          1       2976
      497    1.750000e+04   1.750000e+04   3.888300e+01          1       2982
      498    1.750000e+04   1.750000e+04   3.894400e+01          1       2988
      499    1.750000e+04   1.750000e+04   3.901600e+01          1       2994
      500    1.750000e+04   1.750000e+04   3.901900e+01          1       3000
      501    1.750000e+04   1.750000e+04   3.908200e+01          1       3006
      502    1.750000e+04   1.750000e+04   3.909500e+01          1       3012
      503    1.750000e+04   1.750000e+04   3.909700e+01          1       3018
      504    1.750000e+04   1.750000e+04   3.910300e+01          1       3024
      505    1.750000e+04   1.750000e+04   3.917100e+01          1       3030
      506    1.750000e+04   1.750000e+04   3.917700e+01          1       3036
      507    1.750000e+04   1.750000e+04   3.918200e+01          1       3042
      508    1.750000e+04   1.750000e+04   3.918500e+01          1       3048
      509    1.750000e+04   1.750000e+04   3.924700e+01          1       3054
      510    1.750000e+04   1.750000e+04   3.930900e+01          1       3060
      511    1.750000e+04   1.750000e+04   3.937000e+01          1       3066
      512    1.750000e+04   1.750000e+04   3.943200e+01          1       3072
      513    1.750000e+04   1.750000e+04   3.949300e+01          1       3078
      514    1.750000e+04   1.750000e+04   3.955800e+01          1       3084
      515    1.750000e+04   1.750000e+04   3.962100e+01          1       3090
      516    1.750000e+04   1.750000e+04   3.978500e+01          1       3096
      517    1.750000e+04   1.750000e+04   3.986600e+01          1       3102
      518    1.750000e+04   1.750000e+04   3.992700e+01          1       3108
      519    1.750000e+04   1.750000e+04   3.999800e+01          1       3114
      520    1.750000e+04   1.750000e+04   4.006000e+01          1       3120
      521    1.750000e+04   1.750000e+04   4.006800e+01          1       3126
      522    1.750000e+04   1.750000e+04   4.007300e+01          1       3132
      523    1.750000e+04   1.750000e+04   4.013100e+01          1       3138
      524    1.750000e+04   1.750000e+04   4.025200e+01          1       3144
      525    1.750000e+04   1.750000e+04   4.038200e+01          1       3150
      526    1.750000e+04   1.750000e+04   4.044200e+01          1       3156
      527    1.750000e+04   1.750000e+04   4.050700e+01          1       3162
      528    1.750000e+04   1.750000e+04   4.051600e+01          1       3168
      529    1.750000e+04   1.750000e+04   4.052100e+01          1       3174
      530    1.750000e+04   1.750000e+04   4.058600e+01          1       3180
      531    1.750000e+04   1.750000e+04   4.065800e+01          1       3186
      532    1.750000e+04   1.750000e+04   4.072600e+01          1       3192
      533    1.750000e+04   1.750000e+04   4.079300e+01          1       3198
      534    1.750000e+04   1.750000e+04   4.085800e+01          1       3204
      535    1.750000e+04   1.750000e+04   4.092300e+01          1       3210
      536    1.750000e+04   1.750000e+04   4.093300e+01          1       3216
      537    1.750000e+04   1.750000e+04   4.093700e+01          1       3222
      538    1.750000e+04   1.750000e+04   4.094000e+01          1       3228
      539    1.750000e+04   1.750000e+04   4.100300e+01          1       3234
      540    1.750000e+04   1.750000e+04   4.106900e+01          1       3240
      541    1.750000e+04   1.750000e+04   4.113500e+01          1       3246
      542    1.750000e+04   1.750000e+04   4.120300e+01          1       3252
      543    1.750000e+04   1.750000e+04   4.126600e+01          1       3258
      544    1.750000e+04   1.750000e+04   4.134700e+01          1       3264
      545    1.750000e+04   1.750000e+04   4.136000e+01          1       3270
      546    1.750000e+04   1.750000e+04   4.146900e+01          1       3276
      547    1.750000e+04   1.750000e+04   4.155400e+01          1       3282
      548    1.750000e+04   1.750000e+04   4.163800e+01          1       3288
      549    1.750000e+04   1.750000e+04   4.171600e+01          1       3294
      550    1.750000e+04   1.750000e+04   4.178100e+01          1       3300
      551    1.750000e+04   1.750000e+04   4.178900e+01          1       3306
      552    1.750000e+04   1.750000e+04   4.179200e+01          1       3312
      553    1.750000e+04   1.750000e+04   4.179600e+01          1       3318
      554    1.750000e+04   1.750000e+04   4.185800e+01          1       3324
      555    1.750000e+04   1.750000e+04   4.204600e+01          1       3330
      556    1.750000e+04   1.750000e+04   4.225600e+01          1       3336
      557    1.750000e+04   1.750000e+04   4.234600e+01          1       3342
      558    1.750000e+04   1.750000e+04   4.241700e+01          1       3348
      559    1.750000e+04   1.750000e+04   4.248900e+01          1       3354
      560    1.750000e+04   1.750000e+04   4.255600e+01          1       3360
      561    1.750000e+04   1.750000e+04   4.255900e+01          1       3366
      562    1.750000e+04   1.750000e+04   4.282300e+01          1       3372
      563    1.750000e+04   1.750000e+04   4.282900e+01          1       3378
      564    1.750000e+04   1.750000e+04   4.283700e+01          1       3384
      565    1.750000e+04   1.750000e+04   4.304400e+01          1       3390
      566    1.750000e+04   1.750000e+04   4.324600e+01          1       3396
      567    1.750000e+04   1.750000e+04   4.333700e+01          1       3402
      568    1.750000e+04   1.750000e+04   4.335600e+01          1       3408
      569    1.750000e+04   1.750000e+04   4.336600e+01          1       3414
      570    1.750000e+04   1.750000e+04   4.340200e+01          1       3420
      571    1.750000e+04   1.750000e+04   4.344200e+01          1       3426
      572    1.750000e+04   1.750000e+04   4.348400e+01          1       3432
      573    1.750000e+04   1.750000e+04   4.352500e+01          1       3438
      574    1.750000e+04   1.750000e+04   4.356900e+01          1       3444
      575    1.750000e+04   1.750000e+04   4.361000e+01          1       3450
      576    1.750000e+04   1.750000e+04   4.361900e+01          1       3456
      577    1.750000e+04   1.750000e+04   4.366900e+01          1       3462
      578    1.750000e+04   1.750000e+04   4.371000e+01          1       3468
      579    1.750000e+04   1.750000e+04   4.371400e+01          1       3474
      580    1.750000e+04   1.750000e+04   4.375600e+01          1       3480
      581    1.750000e+04   1.750000e+04   4.379700e+01          1       3486
      582    1.750000e+04   1.750000e+04   4.383800e+01          1       3492
      583    1.750000e+04   1.750000e+04   4.387800e+01          1       3498
      584    1.750000e+04   1.750000e+04   4.388100e+01          1       3504
      585    1.750000e+04   1.750000e+04   4.392200e+01          1       3510
      586    1.750000e+04   1.750000e+04   4.399400e+01          1       3516
      587    1.750000e+04   1.750000e+04   4.400300e+01          1       3522
      588    1.750000e+04   1.750000e+04   4.404200e+01          1       3528
      589    1.750000e+04   1.750000e+04   4.409700e+01          1       3534
      590    1.750000e+04   1.750000e+04   4.410000e+01          1       3540
      591    1.750000e+04   1.750000e+04   4.415700e+01          1       3546
      592    1.750000e+04   1.750000e+04   4.416100e+01          1       3552
      593    1.750000e+04   1.750000e+04   4.416400e+01          1       3558
      594    1.750000e+04   1.750000e+04   4.416600e+01          1       3564
      595    1.750000e+04   1.750000e+04   4.421500e+01          1       3570
      596    1.750000e+04   1.750000e+04   4.422100e+01          1       3576
      597    1.750000e+04   1.750000e+04   4.427600e+01          1       3582
      598    1.750000e+04   1.750000e+04   4.427900e+01          1       3588
      599    1.750000e+04   1.750000e+04   4.428200e+01          1       3594
      600    1.750000e+04   1.750000e+04   4.428400e+01          1       3600
      601    1.750000e+04   1.750000e+04   4.433100e+01          1       3606
      602    1.750000e+04   1.750000e+04   4.433400e+01          1       3612
      603    1.750000e+04   1.750000e+04   4.438000e+01          1       3618
      604    1.750000e+04   1.750000e+04   4.438400e+01          1       3624
      605    1.750000e+04   1.750000e+04   4.442800e+01          1       3630
      606    1.750000e+04   1.750000e+04   4.443400e+01          1       3636
      607    1.750000e+04   1.750000e+04   4.447800e+01          1       3642
      608    1.750000e+04   1.750000e+04   4.448200e+01          1       3648
      609    1.750000e+04   1.750000e+04   4.448900e+01          1       3654
      610    1.750000e+04   1.750000e+04   4.459100e+01          1       3660
      611    1.750000e+04   1.750000e+04   4.459500e+01          1       3666
      612    1.750000e+04   1.750000e+04   4.459900e+01          1       3672
      613    1.750000e+04   1.750000e+04   4.460200e+01          1       3678
      614    1.750000e+04   1.750000e+04   4.465000e+01          1       3684
      615    1.750000e+04   1.750000e+04   4.465700e+01          1       3690
      616    1.750000e+04   1.750000e+04   4.471200e+01          1       3696
      617    1.750000e+04   1.750000e+04   4.471500e+01          1       3702
      618    1.750000e+04   1.750000e+04   4.471700e+01          1       3708
      619    1.750000e+04   1.750000e+04   4.472200e+01          1       3714
      620    1.750000e+04   1.750000e+04   4.481000e+01          1       3720
      621    1.750000e+04   1.750000e+04   4.481800e+01          1       3726
      622    1.750000e+04   1.750000e+04   4.482600e+01          1       3732
      623    1.750000e+04   1.750000e+04   4.491500e+01          1       3738
      624    1.750000e+04   1.750000e+04   4.492000e+01          1       3744
      625    1.750000e+04   1.750000e+04   4.497400e+01          1       3750
      626    1.750000e+04   1.750000e+04   4.497800e+01          1       3756
      627    1.750000e+04   1.750000e+04   4.498300e+01          1       3762
      628    1.750000e+04   1.750000e+04   4.498800e+01          1       3768
      629    1.750000e+04   1.750000e+04   4.507400e+01          1       3774
      630    1.750000e+04   1.750000e+04   4.508500e+01          1       3780
      631    1.750000e+04   1.750000e+04   4.509000e+01          1       3786
      632    1.750000e+04   1.750000e+04   4.513400e+01          1       3792
      633    1.750000e+04   1.750000e+04   4.514000e+01          1       3798
      634    1.750000e+04   1.750000e+04   4.518300e+01          1       3804
      635    1.750000e+04   1.750000e+04   4.518800e+01          1       3810
      636    1.750000e+04   1.750000e+04   4.523400e+01          1       3816
      637    1.750000e+04   1.750000e+04   4.523900e+01          1       3822
      638    1.750000e+04   1.750000e+04   4.528400e+01          1       3828
      639    1.750000e+04   1.750000e+04   4.528900e+01          1       3834
      640    1.750000e+04   1.750000e+04   4.533300e+01          1       3840
      641    1.750000e+04   1.750000e+04   4.533800e+01          1       3846
      642    1.750000e+04   1.750000e+04   4.538300e+01          1       3852
      643    1.750000e+04   1.750000e+04   4.538800e+01          1       3858
      644    1.750000e+04   1.750000e+04   4.543300e+01          1       3864
      645    1.750000e+04   1.750000e+04   4.543800e+01          1       3870
      646    1.750000e+04   1.750000e+04   4.548200e+01          1       3876
      647    1.750000e+04   1.750000e+04   4.548500e+01          1       3882
      648    1.750000e+04   1.750000e+04   4.553100e+01          1       3888
      649    1.750000e+04   1.750000e+04   4.553500e+01          1       3894
      650    1.750000e+04   1.750000e+04   4.554300e+01          1       3900
      651    1.750000e+04   1.750000e+04   4.563100e+01          1       3906
      652    1.750000e+04   1.750000e+04   4.564400e+01          1       3912
      653    1.750000e+04   1.750000e+04   4.569600e+01          1       3918
      654    1.750000e+04   1.750000e+04   4.570000e+01          1       3924
      655    1.750000e+04   1.750000e+04   4.570400e+01          1       3930
      656    1.750000e+04   1.750000e+04   4.575000e+01          1       3936
      657    1.750000e+04   1.750000e+04   4.575700e+01          1       3942
      658    1.750000e+04   1.750000e+04   4.580200e+01          1       3948
      659    1.750000e+04   1.750000e+04   4.580500e+01          1       3954
      660    1.750000e+04   1.750000e+04   4.585000e+01          1       3960
      661    1.750000e+04   1.750000e+04   4.585400e+01          1       3966
      662    1.750000e+04   1.750000e+04   4.586100e+01          1       3972
      663    1.750000e+04   1.750000e+04   4.594800e+01          1       3978
      664    1.750000e+04   1.750000e+04   4.595500e+01          1       3984
      665    1.750000e+04   1.750000e+04   4.596100e+01          1       3990
      666    1.750000e+04   1.750000e+04   4.604500e+01          1       3996
      667    1.750000e+04   1.750000e+04   4.605200e+01          1       4002
      668    1.750000e+04   1.750000e+04   4.605700e+01          1       4008
      669    1.750000e+04   1.750000e+04   4.610400e+01          1       4014
      670    1.750000e+04   1.750000e+04   4.611000e+01          1       4020
      671    1.750000e+04   1.750000e+04   4.615300e+01          1       4026
      672    1.750000e+04   1.750000e+04   4.615800e+01          1       4032
      673    1.750000e+04   1.750000e+04   4.620300e+01          1       4038
      674    1.750000e+04   1.750000e+04   4.620800e+01          1       4044
      675    1.750000e+04   1.750000e+04   4.625200e+01          1       4050
      676    1.750000e+04   1.750000e+04   4.625800e+01          1       4056
      677    1.750000e+04   1.750000e+04   4.631500e+01          1       4062
      678    1.750000e+04   1.750000e+04   4.632000e+01          1       4068
      679    1.750000e+04   1.750000e+04   4.632400e+01          1       4074
      680    1.750000e+04   1.750000e+04   4.633200e+01          1       4080
      681    1.750000e+04   1.750000e+04   4.638300e+01          1       4086
      682    1.750000e+04   1.750000e+04   4.638700e+01          1       4092
      683    1.750000e+04   1.750000e+04   4.639100e+01          1       4098
      684    1.750000e+04   1.750000e+04   4.644600e+01          1       4104
      685    1.750000e+04   1.750000e+04   4.645000e+01          1       4110
      686    1.750000e+04   1.750000e+04   4.645400e+01          1       4116
      687    1.750000e+04   1.750000e+04   4.645900e+01          1       4122
      688    1.750000e+04   1.750000e+04   4.655500e+01          1       4128
      689    1.750000e+04   1.750000e+04   4.674100e+01          1       4134
      690    1.750000e+04   1.750000e+04   4.677900e+01          1       4140
      691    1.750000e+04   1.750000e+04   4.684000e+01          1       4146
      692    1.750000e+04   1.750000e+04   4.685500e+01          1       4152
      693    1.750000e+04   1.750000e+04   4.685800e+01          1       4158
      694    1.750000e+04   1.750000e+04   4.686300e+01          1       4164
      695    1.750000e+04   1.750000e+04   4.690200e+01          1       4170
      696    1.750000e+04   1.750000e+04   4.690700e+01          1       4176
      697    1.750000e+04   1.750000e+04   4.691400e+01          1       4182
      698    1.750000e+04   1.750000e+04   4.699400e+01          1       4188
      699    1.750000e+04   1.750000e+04   4.699900e+01          1       4194
      700    1.750000e+04   1.750000e+04   4.705000e+01          1       4200
      701    1.750000e+04   1.750000e+04   4.705300e+01          1       4206
      702    1.750000e+04   1.750000e+04   4.705700e+01          1       4212
      703    1.750000e+04   1.750000e+04   4.706400e+01          1       4218
      704    1.750000e+04   1.750000e+04   4.711500e+01          1       4224
      705    1.750000e+04   1.750000e+04   4.735100e+01          1       4230
      706    1.750000e+04   1.750000e+04   4.735700e+01          1       4236
      707    1.750000e+04   1.750000e+04   4.736100e+01          1       4242
      708    1.750000e+04   1.750000e+04   4.736900e+01          1       4248
      709    1.750000e+04   1.750000e+04   4.746700e+01          1       4254
      710    1.750000e+04   1.750000e+04   4.752100e+01          1       4260
      711    1.750000e+04   1.750000e+04   4.757200e+01          1       4266
      712    1.750000e+04   1.750000e+04   4.757700e+01          1       4272
      713    1.750000e+04   1.750000e+04   4.758400e+01          1       4278
      714    1.750000e+04   1.750000e+04   4.767500e+01          1       4284
      715    1.750000e+04   1.750000e+04   4.767900e+01          1       4290
      716    1.750000e+04   1.750000e+04   4.772100e+01          1       4296
      717    1.750000e+04   1.750000e+04   4.773300e+01          1       4302
      718    1.750000e+04   1.750000e+04   4.778600e+01          1       4308
      719    1.750000e+04   1.750000e+04   4.792200e+01          1       4314
      720    1.750000e+04   1.750000e+04   4.793400e+01          1       4320
      721    1.750000e+04   1.750000e+04   4.798900e+01          1       4326
      722    1.750000e+04   1.750000e+04   4.799300e+01          1       4332
      723    1.750000e+04   1.750000e+04   4.800000e+01          1       4338
      724    1.750000e+04   1.750000e+04   4.808900e+01          1       4344
      725    1.750000e+04   1.750000e+04   4.809500e+01          1       4350
      726    1.750000e+04   1.750000e+04   4.810200e+01          1       4356
      727    1.750000e+04   1.750000e+04   4.815200e+01          1       4362
      728    1.750000e+04   1.750000e+04   4.815700e+01          1       4368
      729    1.750000e+04   1.750000e+04   4.816100e+01          1       4374
      730    1.750000e+04   1.750000e+04   4.816600e+01          1       4380
      731    1.750000e+04   1.750000e+04   4.824900e+01          1       4386
      732    1.750000e+04   1.750000e+04   4.825900e+01          1       4392
      733    1.750000e+04   1.750000e+04   4.826200e+01          1       4398
      734    1.750000e+04   1.750000e+04   4.826700e+01          1       4404
      735    1.750000e+04   1.750000e+04   4.832400e+01          1       4410
      736    1.750000e+04   1.750000e+04   4.832800e+01          1       4416
      737    1.750000e+04   1.750000e+04   4.833000e+01          1       4422
      738    1.750000e+04   1.750000e+04   4.833700e+01          1       4428
      739    1.750000e+04   1.750000e+04   4.839000e+01          1       4434
      740    1.750000e+04   1.750000e+04   4.839300e+01          1       4440
      741    1.750000e+04   1.750000e+04   4.839600e+01          1       4446
      742    1.750000e+04   1.750000e+04   4.839900e+01          1       4452
      743    1.750000e+04   1.750000e+04   4.844600e+01          1       4458
      744    1.750000e+04   1.750000e+04   4.845200e+01          1       4464
      745    1.750000e+04   1.750000e+04   4.849300e+01          1       4470
      746    1.750000e+04   1.750000e+04   4.854200e+01          1       4476
      747    1.750000e+04   1.750000e+04   4.854700e+01          1       4482
      748    1.750000e+04   1.750000e+04   4.855300e+01          1       4488
      749    1.750000e+04   1.750000e+04   4.859200e+01          1       4494
      750    1.750000e+04   1.750000e+04   4.859700e+01          1       4500
      751    1.750000e+04   1.750000e+04   4.860300e+01          1       4506
      752    1.750000e+04   1.750000e+04   4.870100e+01          1       4512
      753    1.750000e+04   1.750000e+04   4.884000e+01          1       4518
      754    1.750000e+04   1.750000e+04   4.884800e+01          1       4524
      755    1.750000e+04   1.750000e+04   4.889600e+01          1       4530
      756    1.750000e+04   1.750000e+04   4.890100e+01          1       4536
      757    1.750000e+04   1.750000e+04   4.894200e+01          1       4542
      758    1.750000e+04   1.750000e+04   4.894700e+01          1       4548
      759    1.750000e+04   1.750000e+04   4.895400e+01          1       4554
      760    1.750000e+04   1.750000e+04   4.899500e+01          1       4560
      761    1.750000e+04   1.750000e+04   4.900000e+01          1       4566
      762    1.750000e+04   1.750000e+04   4.904300e+01          1       4572
      763    1.750000e+04   1.750000e+04   4.904800e+01          1       4578
      764    1.750000e+04   1.750000e+04   4.905500e+01          1       4584
      765    1.750000e+04   1.750000e+04   4.909400e+01          1       4590
      766    1.750000e+04   1.750000e+04   4.909800e+01          1       4596
      767    1.750000e+04   1.750000e+04   4.910500e+01          1       4602
      768    1.750000e+04   1.750000e+04   4.915000e+01          1       4608
      769    1.750000e+04   1.750000e+04   4.915900e+01          1       4614
      770    1.750000e+04   1.750000e+04   4.938000e+01          1       4620
      771    1.750000e+04   1.750000e+04   4.947900e+01          1       4626
      772    1.750000e+04   1.750000e+04   4.948800e+01          1       4632
      773    1.750000e+04   1.750000e+04   4.954200e+01          1       4638
      774    1.750000e+04   1.750000e+04   4.954600e+01          1       4644
      775    1.750000e+04   1.750000e+04   4.955100e+01          1       4650
      776    1.750000e+04   1.750000e+04   4.955600e+01          1       4656
      777    1.750000e+04   1.750000e+04   4.960800e+01          1       4662
      778    1.750000e+04   1.750000e+04   4.961300e+01          1       4668
      779    1.750000e+04   1.750000e+04   4.961700e+01          1       4674
      780    1.750000e+04   1.750000e+04   4.962300e+01          1       4680
      781    1.750000e+04   1.750000e+04   4.968100e+01          1       4686
      782    1.750000e+04   1.750000e+04   4.968400e+01          1       4692
      783    1.750000e+04   1.750000e+04   4.969000e+01          1       4698
      784    1.750000e+04   1.750000e+04   4.978400e+01          1       4704
      785    1.750000e+04   1.750000e+04   4.979500e+01          1       4710
      786    1.750000e+04   1.750000e+04   4.979800e+01          1       4716
      787    1.750000e+04   1.750000e+04   4.980100e+01          1       4722
      788    1.750000e+04   1.750000e+04   4.980900e+01          1       4728
      789    1.750000e+04   1.750000e+04   4.985000e+01          1       4734
      790    1.750000e+04   1.750000e+04   4.985600e+01          1       4740
      791    1.750000e+04   1.750000e+04   4.989700e+01          1       4746
      792    1.750000e+04   1.750000e+04   4.998100e+01          1       4752
      793    1.750000e+04   1.750000e+04   5.003300e+01          1       4758
      794    1.750000e+04   1.750000e+04   5.003700e+01          1       4764
      795    1.750000e+04   1.750000e+04   5.004300e+01          1       4770
      796    1.750000e+04   1.750000e+04   5.013500e+01          1       4776
      797    1.750000e+04   1.750000e+04   5.014300e+01          1       4782
      798    1.750000e+04   1.750000e+04   5.023700e+01          1       4788
      799    1.750000e+04   1.750000e+04   5.028600e+01          1       4794
      800    1.750000e+04   1.750000e+04   5.037700e+01          1       4800
      801    1.750000e+04   1.750000e+04   5.046900e+01          1       4806
      802    1.750000e+04   1.750000e+04   5.047700e+01          1       4812
      803    1.750000e+04   1.750000e+04   5.053100e+01          1       4818
      804    1.750000e+04   1.750000e+04   5.054400e+01          1       4824
      805    1.750000e+04   1.750000e+04   5.059900e+01          1       4830
      806    1.750000e+04   1.750000e+04   5.065900e+01          1       4836
      807    1.750000e+04   1.750000e+04   5.066500e+01          1       4842
      808    1.750000e+04   1.750000e+04   5.066900e+01          1       4848
      809    1.750000e+04   1.750000e+04   5.067200e+01          1       4854
      810    1.750000e+04   1.750000e+04   5.071500e+01          1       4860
      811    1.750000e+04   1.750000e+04   5.071900e+01          1       4866
      812    1.750000e+04   1.750000e+04   5.072700e+01          1       4872
      813    1.750000e+04   1.750000e+04   5.081300e+01          1       4878
      814    1.750000e+04   1.750000e+04   5.081600e+01          1       4884
      815    1.750000e+04   1.750000e+04   5.081900e+01          1       4890
      816    1.750000e+04   1.750000e+04   5.082200e+01          1       4896
      817    1.750000e+04   1.750000e+04   5.082900e+01          1       4902
      818    1.750000e+04   1.750000e+04   5.092200e+01          1       4908
      819    1.750000e+04   1.750000e+04   5.096800e+01          1       4914
      820    1.750000e+04   1.750000e+04   5.097300e+01          1       4920
      821    1.750000e+04   1.750000e+04   5.101500e+01          1       4926
      822    1.750000e+04   1.750000e+04   5.102000e+01          1       4932
      823    1.750000e+04   1.750000e+04   5.102600e+01          1       4938
      824    1.750000e+04   1.750000e+04   5.106500e+01          1       4944
      825    1.750000e+04   1.750000e+04   5.107000e+01          1       4950
      826    1.750000e+04   1.750000e+04   5.107700e+01          1       4956
      827    1.750000e+04   1.750000e+04   5.111600e+01          1       4962
      828    1.750000e+04   1.750000e+04   5.121100e+01          1       4968
      829    1.750000e+04   1.750000e+04   5.135300e+01          1       4974
      830    1.750000e+04   1.750000e+04   5.136200e+01          1       4980
      831    1.750000e+04   1.750000e+04   5.140000e+01          1       4986
      832    1.750000e+04   1.750000e+04   5.149600e+01          1       4992
      833    1.750000e+04   1.750000e+04   5.150600e+01          1       4998
      834    1.750000e+04   1.750000e+04   5.151300e+01          1       5004
      835   --------------------------------------------------------------------------------
                      SDDP.jl (c) Oscar Dowson, 2017-20

Numerical stability report
  Non-zero Matrix range     [1e+00, 1e+00]
  Non-zero Objective range  [1e+00, 5e+01]
  Non-zero Bounds range     [2e+02, 2e+02]
  Non-zero RHS range        [2e+02, 2e+02]
No problems detected

Solver: serial mode

 Iteration    Simulation       Bound         Time (s)    Proc. ID   # Solves
        1    0.000000e+00   0.000000e+00   1.384700e+01          1          2
        2    0.000000e+00   0.000000e+00   1.389300e+01          1          4
        3    0.000000e+00   0.000000e+00   1.389700e+01          1          6
        4    0.000000e+00   0.000000e+00   1.390000e+01          1          8
        5    0.000000e+00   0.000000e+00   1.390200e+01          1         10
        6    0.000000e+00   0.000000e+00   1.392900e+01          1         12
        7    0.000000e+00   0.000000e+00   1.393100e+01          1         14
        8    0.000000e+00   0.000000e+00   1.393300e+01          1         16
        9    0.000000e+00   0.000000e+00   1.393400e+01          1         18
       10    0.000000e+00   0.000000e+00   1.393600e+01          1         20
       11    0.000000e+00   0.000000e+00   1.396900e+01          1         22
       12    0.000000e+00   0.000000e+00   1.397100e+01          1         24
       13    0.000000e+00   0.000000e+00   1.397300e+01          1         26
       14    0.000000e+00   0.000000e+00   1.397600e+01          1         28
       15    0.000000e+00   0.000000e+00   1.397900e+01          1         30
       16    0.000000e+00   0.000000e+00   1.398100e+01          1         32
       17    0.000000e+00   0.000000e+00   1.398400e+01          1         34
